"Views" "Premium_account" "Laptop_time" "Phone_time" "Social_connections" "Fitness_level" "Language"
"62" 76.6284656071849 "1" 3.58 2.72 19.2 "0" "English"
"63" 67.5763865659818 "1" 0.84 2.98 19.18 "1" "English"
"64" 73.029039544058 "0" 3.12 3.13 19.27 "0" "English"
"65" 72.9842410747604 "1" 1.74 3.2 19.03 "0" "English"
"66" 75.2577770100674 "0" 3.53 3.06 19.72 "0" "English"
"67" 70.9448076585595 "1" 1.76 2.07 19.85 "0" "English"
"68" 75.8077839285437 "1" 3.27 3.08 18.37 "0" "English"
"69" 70.8585935195984 "1" 2.78 2.57 20.38 "0" "English"
"70" 75.2849856299463 "1" 3.12 3.55 18.67 "0" "English"
"71" 72.6623863177136 "1" 2.21 3.67 20.69 "0" "English"
"72" 73.3791363693411 "1" 3.03 1.82 19.87 "0" "English"
"73" 75.0252101790931 "1" 3.88 2.13 19.45 "1" "English"
"74" 70.1244787087065 "1" 1.2 3.46 20.44 "0" "English"
"75" 72.5652533013368 "0" 3.05 3.3 20.58 "0" "English"
"76" 77.3619569939125 "1" 1.9 3.59 20.81 "1" "English"
"77" 76.3332004598416 "1" 2.43 2.02 22.22 "1" "English"
"78" 70.6798441297897 "1" 1.71 3.96 20.61 "0" "English"
"79" 69.4313967932105 "1" 1.29 2.74 21.49 "0" "English"
"80" 78.0198740739592 "1" 3.74 2.61 20.56 "0" "English"
"81" 76.7836148165295 "1" 1.9 2.39 18.56 "1" "English"
"82" 67.0273920571605 "0" 0.85 3.85 21.15 "0" "English"
"83" 66.5242533829313 "1" 0.41 3.05 21.12 "0" "English"
"84" 71.3992360869991 "1" 1.68 3.59 20.62 "0" "English"
"85" 68.7672368244786 "0" 1.8 2.59 19.45 "0" "English"
"86" 69.843347423795 "1" 1.13 3.58 19.46 "0" "English"
"87" 73.822201359289 "0" 2.75 3.02 19.64 "0" "English"
"88" 72.1462622965324 "1" 2.24 2.83 20.19 "1" "English"
"89" 72.9521311849891 "1" 2.18 3.63 20.14 "0" "English"
"90" 78.6168527567417 "1" 2.35 2.65 20.03 "1" "English"
"91" 73.2398620875464 "1" 2.87 2.69 18.57 "0" "English"
"92" 71.3027051707566 "0" 2.58 3.23 20.88 "0" "English"
"93" 71.0070775049802 "0" 2.82 2.48 19.69 "0" "English"
"94" 65.2920322317613 "0" 1.05 3.22 21.25 "0" "English"
"95" 70.9248809652711 "1" 2.33 2.44 20.76 "0" "English"
"96" 72.5257581160443 "0" 2.41 3.49 18.72 "0" "English"
"97" 70.7083674526864 "0" 2.57 2.49 18.59 "0" "English"
"98" 71.349359948422 "0" 2.93 3.22 21.02 "0" "English"
"99" 74.3527930281931 "1" 3.41 2.51 20.2 "0" "English"
"100" 73.6103554218747 "0" 3.14 3.25 18.79 "0" "English"
"101" 86.5108156485899 "1" 3.26 3.34 19.74 "1" "Spanish"
"102" 82.0492846600583 "1" 3.49 3.41 18.65 "0" "Spanish"
"103" 81.1949301212605 "0" 2.96 2.95 19.57 "1" "Spanish"
"104" 77.7979315387671 "0" 3.29 2.98 19.87 "0" "Spanish"
"105" 80.4153865726098 "1" 2.87 3.44 18.78 "0" "Spanish"
"106" 78.1551402171751 "1" 2.03 3.76 19.98 "0" "Spanish"
"107" 78.3224213361779 "1" 3.6 1.61 19.45 "0" "Spanish"
"108" 76.5615282853726 "0" 2.52 2.82 20.82 "0" "Spanish"
"109" 72.6697506206282 "1" 1.5 2.34 21.3 "0" "Spanish"
"110" 75.8479855059442 "1" 1.8 2.37 21.55 "0" "Spanish"
"111" 83.3821301904184 "1" 3.49 2.87 21.57 "0" "Spanish"
"112" 81.3770989320173 "0" 4.1 2.82 20.84 "0" "Spanish"
"113" 78.0795818419028 "0" 2.86 3.1 18.99 "0" "Spanish"
"114" 77.1914621709871 "0" 3.35 3.14 20.65 "0" "Spanish"
"115" 77.7126948116523 "1" 1.46 4.44 20.82 "0" "Spanish"
"116" 73.7417707128285 "0" 1.45 3.25 20.05 "0" "Spanish"
"117" 76.5234663261667 "0" 3.26 2.84 21.61 "0" "Spanish"
"118" 87.7941690704194 "1" 3.77 2.66 21.59 "1" "Spanish"
"119" 78.3699441291847 "1" 2.43 2.84 20.03 "0" "Spanish"
"120" 75.3234094804258 "0" 2.44 3.36 20.43 "0" "Spanish"
"121" 81.9444470263559 "1" 2.43 2.8 20.38 "1" "Spanish"
"122" 73.7593916094421 "0" 2.29 2.44 21 "0" "Spanish"
"123" 74.4674787959237 "0" 2.02 3.68 20.75 "0" "Spanish"
"124" 80.1202731471806 "1" 3.01 4.2 20.17 "0" "Spanish"
"125" 82.3425988733757 "1" 3.62 3.33 17.89 "0" "Spanish"
"126" 75.4023459439291 "0" 2.09 3.04 19.34 "0" "Spanish"
"127" 71.6338015704925 "0" 1.19 2.06 18.52 "0" "Spanish"
"128" 78.9972221519601 "1" 2.47 3.19 22.34 "1" "Spanish"
"129" 75.8195992911371 "1" 2.3 3.07 19.88 "0" "Spanish"
"130" 80.7695633294192 "1" 1.36 3.57 20.61 "1" "Spanish"
"131" 76.5745201785931 "1" 2.5 2.5 20.65 "0" "Spanish"
"132" 85.1851410472865 "0" 3.22 3.57 19.84 "1" "Spanish"
"133" 85.1333802384087 "1" 5.07 3.3 20.71 "1" "Spanish"
"134" 76.7479178306771 "0" 2.96 2.94 19.92 "0" "Spanish"
"135" 78.6739811618298 "1" 2.71 2.58 20.41 "0" "Spanish"
"136" 76.6801340483178 "1" 1.96 2.88 19.34 "0" "Spanish"
"137" 73.7479470227111 "0" 0.87 4.08 18.91 "0" "Spanish"
"138" 80.1308593987388 "0" 3.31 3.29 19.27 "0" "Spanish"
"139" 74.8157193354085 "0" 2.14 2.67 21.11 "0" "Spanish"
"140" 76.3148183379313 "1" 1.92 3.12 19.53 "0" "Spanish"
"141" 76.8601517290461 "0" 2.7 3.1 18.75 "0" "Spanish"
"142" 75.5622278452757 "0" 1.89 3.41 19.04 "0" "Spanish"
"143" 81.9696458996779 "0" 2.56 2.71 19.01 "1" "Spanish"
"144" 74.1223755522157 "1" 1.15 3.62 19.63 "0" "Spanish"
"145" 77.1370953990685 "1" 1.89 2.88 18.26 "0" "Spanish"
"146" 78.3406144335117 "1" 2.03 3.09 20.23 "0" "Spanish"
"147" 76.5217692505491 "0" 2.88 2.67 22.1 "0" "Spanish"
"148" 79.2856054408274 "1" 2.65 3.41 20.52 "0" "Spanish"
"149" 82.311680990429 "1" 4.14 3.49 18.58 "0" "Spanish"
"150" 75.8945310695266 "0" 1.93 3.97 21.21 "0" "Spanish"
"151" 78.5286841817297 "0" 3.66 3 20.22 "0" "Spanish"
"152" 90.1093070288834 "1" 2.64 2.75 20.94 "1" "Spanish"
"153" 76.7257268223881 "1" 1.99 3.17 20.18 "0" "Spanish"
"154" 77.6715681658425 "1" 2.42 3.23 19.28 "0" "Spanish"
"155" 75.4633684628516 "0" 2.07 3.32 19.65 "0" "Spanish"
"156" 87.1778370460316 "0" 2.89 3.77 19.08 "1" "Spanish"
"157" 74.8682729572561 "1" 1.31 3.57 20.09 "0" "Spanish"
"158" 77.4338837369879 "0" 3.51 2.78 18.6 "1" "Spanish"
"159" 77.7405970999597 "0" 2.45 2.66 20.47 "1" "Spanish"
"160" 79.5662290236288 "0" 2.71 3.73 18.56 "0" "Spanish"
"161" 77.0342006310053 "1" 1.92 3 20.82 "0" "Spanish"
"162" 72.9690978712577 "0" 1.39 2.62 19.76 "0" "Spanish"
"163" 79.2552860997867 "1" 2.59 3.07 18.61 "0" "Spanish"
"164" 77.1386311943598 "0" 2.35 3.41 19.22 "1" "Spanish"
"165" 87.6315966067479 "1" 2.59 4.47 18.88 "1" "Spanish"
"166" 74.0020161981806 "0" 2.04 3.51 19.82 "0" "Spanish"
"167" 79.0893709610055 "1" 2.7 2.56 19.48 "0" "Spanish"
"168" 77.4920171936555 "0" 2.61 3.37 20.44 "0" "Spanish"
"169" 78.5976067952425 "0" 3.46 2.96 19.33 "0" "Spanish"
"170" 77.2079755579968 "0" 0.75 3.88 20.43 "1" "Spanish"
"171" 73.5591937571644 "0" 2.53 2.49 20.33 "0" "Spanish"
"172" 84.3490238266726 "1" 3.43 3.87 19.7 "0" "Spanish"
"173" 78.838946187025 "1" 2.78 2.44 21.28 "0" "Spanish"
"174" 81.2285966456523 "0" 1.99 2.59 19.52 "1" "Spanish"
"175" 78.1180936744446 "1" 2.09 3.11 20.83 "0" "Spanish"
"176" 77.9536976722955 "1" 2.14 2.78 19.56 "0" "Spanish"
"177" 77.1334651522475 "0" 3.48 2.62 21.97 "0" "Spanish"
"178" 69.8944339778926 "1" 0.52 2.97 19.08 "0" "Spanish"
"179" 77.3344399957511 "0" 2.86 3.27 21.53 "0" "Spanish"
"180" 80.4434769887399 "0" 3.76 2.83 18.68 "0" "Spanish"
"181" 85.6748129523385 "1" 4.75 3.22 18.18 "0" "Spanish"
"182" 75.4860493705692 "1" 1.78 2.99 20.31 "0" "Spanish"
"183" 76.709291196676 "0" 2.87 2.68 20.75 "0" "Spanish"
"184" 76.104967860582 "0" 2.41 3.49 20.91 "0" "Spanish"
"185" 70.2273884905028 "0" -0.17 2.88 21.44 "0" "Spanish"
"186" 73.4735110071932 "1" 1.02 2.87 18.94 "0" "Spanish"
"187" 77.4616199406574 "0" 2.26 3.54 19.52 "0" "Spanish"
"188" 70.7835535807875 "0" 0.44 3.1 18.54 "0" "Spanish"
"189" 69.5155698663235 "1" -0.47 2.69 21.54 "0" "Spanish"
"190" 73.7118716458871 "1" 1.46 2.87 21.62 "0" "Spanish"
"191" 86.8527600526322 "0" 2.23 3.01 19.99 "1" "Spanish"
"192" 79.0512571234538 "0" 1.46 2.17 20.27 "1" "Spanish"
"193" 80.5279610861807 "1" 3.02 3.97 20.51 "0" "Spanish"
"194" 79.3314189944588 "0" 3.56 3.47 21.36 "0" "Spanish"
"195" 80.0700796733687 "1" 2.83 3.49 20.58 "0" "Spanish"
"196" 79.4354625401764 "1" 3.39 3.03 20.48 "0" "Spanish"
"197" 76.5884677675923 "0" 2.98 2.95 20.57 "0" "Spanish"
"198" 82.4674556295343 "1" 3.56 3.94 19.48 "0" "Spanish"
"199" 81.2638059965802 "1" 3.79 2.45 19.87 "0" "Spanish"
"200" 72.8661642999408 "0" 2.08 2.56 19.88 "0" "Spanish"
"201" 66.9709429706108 "1" 3.23 2.37 19.93 "0" "French"
"202" 69.9135590000303 "0" 3.68 3.01 19.05 "0" "French"
"203" 64.1773655509456 "0" 1.98 3.1 19.25 "0" "French"
"204" 66.2928432008156 "1" 2.15 2.24 19.25 "0" "French"
"205" 76.4218939096144 "1" 2.05 2.47 17.58 "1" "French"
"206" 64.6349516463744 "0" 2.03 3.23 20.41 "0" "French"
"207" 67.0384490079754 "1" 2.44 2.71 20.96 "0" "French"
"208" 68.6094139726819 "1" 3.3 2.42 21.05 "0" "French"
"209" 73.012023991539 "1" 2.22 3.82 21.13 "1" "French"
"210" 67.2616857163693 "1" 1.71 4.21 19.37 "0" "French"
"211" 70.6791033650497 "1" 3.16 3.64 20.84 "0" "French"
"212" 67.8945578102989 "1" 2.19 3.92 20.56 "0" "French"
"213" 70.7043010128252 "1" 3.44 2.91 21.93 "0" "French"
"214" 71.5974774042304 "1" 4.04 2.82 19.16 "0" "French"
"215" 69.5322127447584 "1" 2.76 3.62 21.09 "0" "French"
"216" 69.9717489438302 "1" 3.1 2.4 19.46 "0" "French"
"217" 66.7786626967667 "1" 3.26 2.43 22.63 "0" "French"
"218" 69.5093954863099 "1" 2.9 2.56 20.47 "0" "French"
"219" 67.408212305708 "1" 1.99 3.21 20 "0" "French"
"220" 78.3688075900981 "1" 2.56 3.76 20.41 "1" "French"
"221" 69.1427392029373 "1" 3.16 2.68 20 "0" "French"
"222" 66.6191414739247 "0" 2.47 3.45 19.27 "0" "French"
"223" 66.0643214894226 "1" 1.7 3.26 20.24 "0" "French"
"224" 72.6529967590642 "1" 4.2 2.21 19.1 "0" "French"
"225" 82.9797705866387 "0" 5.07 3.09 20.72 "1" "French"
"226" 68.2786457667125 "1" 2.83 2.86 20.08 "0" "French"
"227" 69.6157746914702 "1" 1.48 2.92 19.28 "1" "French"
"228" 69.5897234627959 "1" 3.42 2.32 20.55 "0" "French"
"229" 65.632101684394 "0" 2.33 2.93 21.27 "0" "French"
"230" 74.472172280029 "0" 2.47 3.99 19.8 "1" "French"
"231" 63.012785101795 "1" 1.45 2.54 18.43 "0" "French"
"232" 66.393427485057 "1" 2.61 2.36 19.83 "0" "French"
"233" 64.0912300970374 "0" 1.93 3.52 20.83 "0" "French"
"234" 67.4315864810553 "1" 2.92 3.47 19.92 "0" "French"
"235" 66.8315395894822 "1" 2.44 3.53 22.49 "0" "French"
"236" 71.9482888844108 "1" 3.16 3.69 19.88 "0" "French"
"237" 66.0266715303791 "1" 1.95 2.1 18.62 "0" "French"
"238" 74.7412507518695 "1" 4.76 3.07 18.98 "0" "French"
"239" 67.6586346908266 "1" 2.25 3.5 20.17 "0" "French"
"240" 78.1007248565932 "1" 2.56 3.09 18.56 "1" "French"
"241" 63.0336451739501 "0" 1.06 2.97 19.59 "0" "French"
"242" 70.3955404404727 "0" 3.42 3.18 18.69 "1" "French"
"243" 66.8687341914258 "0" 3.12 2.74 19.79 "0" "French"
"244" 64.6251510690126 "1" 1.61 3.44 18.61 "0" "French"
"245" 61.3378972137935 "0" 1.26 2.58 21.1 "0" "French"
"246" 78.4453429420842 "1" 3.89 4.25 19.15 "1" "French"
"247" 59.364787801085 "0" 1.37 2.07 20.91 "0" "French"
"248" 68.8404303429282 "0" 3.19 3.3 18.09 "0" "French"
"249" 59.6068904577973 "0" -0.38 2.97 19.21 "0" "French"
"250" 67.2136425254971 "1" 2.47 2.74 21.08 "0" "French"
"251" 70.6792962588153 "1" 3.08 3.52 20.09 "0" "French"
"252" 76.3665428640241 "1" 1.54 3.75 18.63 "1" "French"
"253" 66.502565040767 "1" 2.48 2.89 18.42 "0" "French"
"254" 65.221601775237 "0" 1.95 3 19.39 "0" "French"
"255" 67.9342488344974 "1" 2.19 2.82 19.52 "0" "French"
"256" 63.5076297325805 "0" 1.45 2.72 18.39 "0" "French"
"257" 67.2736653283527 "1" 1.9 3.3 20.3 "0" "French"
"258" 67.0714959260264 "1" 2.86 2.66 21.31 "0" "French"
"259" 75.4757815484488 "0" 3.85 3.22 21.45 "1" "French"
"260" 70.2936134251953 "1" 3.73 2.84 20.24 "0" "French"
"261" 64.8851805147116 "0" 2.81 3.15 21.36 "0" "French"
"262" 62.4301332956326 "0" 2.29 2.06 20.85 "0" "French"
"263" 67.066490017765 "1" 2.57 2.7 19.01 "0" "French"
"264" 66.4236155271214 "1" 1.8 3.22 18.99 "0" "French"
"265" 68.7976458740539 "0" 2.44 2.15 20.61 "1" "French"
"266" 67.9877582002755 "0" 3.5 3.68 21.5 "0" "French"
"267" 70.8781581689417 "1" 3.28 3.19 20.45 "0" "French"
"268" 70.4457253566159 "1" 3.31 3.31 19.85 "0" "French"
"269" 66.0914691981931 "0" 2.13 3.31 19.57 "0" "French"
"270" 67.078715648335 "1" 1.81 3.15 19.44 "0" "French"
"271" 72.5850361032719 "0" 3.96 3.28 20.56 "0" "French"
"272" 67.950946881997 "1" 3.56 2.22 19.44 "0" "French"
"273" 66.1296864456772 "0" 2.35 2.98 19.34 "0" "French"
"274" 67.0643146745542 "1" 2.37 3.64 20.19 "0" "French"
"275" 65.5864383162881 "0" 2.15 3.43 20.8 "0" "French"
"276" 67.1727693858075 "1" 2.35 2.47 19.72 "0" "French"
"277" 67.7807136907509 "0" 3.09 3.62 19.56 "0" "French"
"278" 66.2167496944883 "1" 2.57 2.17 19.9 "0" "French"
"279" 61.8862737453343 "0" 2.11 2.34 21.4 "0" "French"
"280" 79.0769858401029 "0" 3.88 3.24 19.43 "1" "French"
"281" 65.7033753804896 "1" 1.61 3.78 20.78 "0" "French"
"282" 66.0172162577018 "1" 1.62 3.3 17.71 "0" "French"
"283" 66.9199822680286 "0" 3.34 3.14 20.11 "0" "French"
"284" 79.415039597151 "1" 4.3 2.92 19.59 "1" "French"
"285" 70.8470204017483 "1" 3.4 2.49 20.02 "0" "French"
"286" 70.6952684183033 "0" 3.61 3.2 19.64 "1" "French"
"287" 72.149550474947 "1" 1.54 2.55 21.65 "1" "French"
"288" 67.3941293961306 "1" 3.04 2.62 21.1 "0" "French"
"289" 66.4579562962321 "0" 3.49 3.33 18.96 "1" "French"
"290" 69.1219585940549 "1" 2.41 3.08 18.66 "0" "French"
"291" 72.2900431479711 "1" 4.18 2.99 19.9 "0" "French"
"292" 67.5407784190218 "1" 1.88 3.06 19.98 "0" "French"
"293" 66.9082773807845 "1" 1.61 3.07 19.81 "0" "French"
"294" 63.125556040814 "1" 1.29 2.91 20.12 "0" "French"
"295" 67.3743711442698 "1" 0.79 2.55 20.74 "1" "French"
"296" 66.4053042434232 "1" 1.94 2.47 20.51 "0" "French"
"297" 66.0524441974272 "1" 1.36 2.54 19.44 "0" "French"
"298" 62.3795110880347 "1" 0.6 2.82 20.06 "0" "French"
"299" 72.2596501381444 "1" 4.12 2.68 21.18 "0" "French"
"300" 74.1710630274705 "1" 2.38 3.11 20.55 "1" "French"
"301" 58.2293697930165 "0" 2.45 0.92 20.41 "0" "German"
"302" 63.0287059581657 "1" 1.4 3.09 19.27 "0" "German"
"303" 61.5906630950889 "1" 1.72 2.52 18.76 "0" "German"
"304" 64.7585261065549 "0" 2.86 3.78 18.63 "0" "German"
"305" 68.1204254406054 "1" 3.35 3.12 18.53 "0" "German"
"306" 66.4296265842183 "1" 3.15 2.81 20.63 "0" "German"
"307" 59.2489211708612 "0" 1.69 3.23 19.84 "0" "German"
"308" 63.0197650391536 "0" 2.26 3.06 18.9 "0" "German"
"309" 58.5140289382818 "0" 0.95 3.59 20.09 "0" "German"
"310" 69.1895116363333 "1" 2.55 3.28 18.56 "0" "German"
"311" 68.520991123136 "0" 4.44 3.59 20.74 "0" "German"
"312" 60.5550577179745 "0" 1.51 3.79 18.47 "0" "German"
"313" 60.7350283384268 "1" 1.77 2.17 21.54 "0" "German"
"314" 64.873810976316 "1" 2.59 3.28 18.83 "0" "German"
"315" 64.9755974702067 "1" 2.96 3.04 20.19 "0" "German"
"316" 61.2825379689141 "0" 2.78 2.21 20.45 "0" "German"
"317" 78.8063004309762 "0" 3.05 3.22 19.81 "1" "German"
"318" 69.0723171836198 "1" 1.43 2.52 21.39 "1" "German"
"319" 60.4380313787087 "1" 1.32 3.49 21.04 "0" "German"
"320" 61.370625849455 "0" 1.67 3.54 20.6 "0" "German"
"321" 66.6820391911186 "1" 2.79 2.82 19.53 "0" "German"
"322" 67.581029717691 "0" 4.76 2.56 21.23 "0" "German"
"323" 69.2188466192813 "1" 2.56 2.52 17.93 "1" "German"
"324" 67.9078709206017 "0" 4.12 2.92 20.53 "0" "German"
"325" 62.0680431709453 "0" 1.8 3.09 20.87 "0" "German"
"326" 64.0713622272995 "1" 1.92 2.68 19.71 "0" "German"
"327" 59.5234530015059 "0" 2.02 2.89 20.18 "0" "German"
"328" 66.0140224459897 "1" 2.39 2.93 18.04 "0" "German"
"329" 65.5280780992529 "1" 3.37 2.48 20.21 "0" "German"
"330" 64.238277201223 "1" 3.12 2.27 21.24 "0" "German"
"331" 63.549753314714 "0" 3.28 2.59 19.01 "0" "German"
"332" 71.59117613968 "1" 4.05 3.97 19.57 "0" "German"
"333" 66.8584612807178 "1" 3.54 2.98 18.92 "1" "German"
"334" 67.953334818367 "0" 3.94 3.29 18.13 "0" "German"
"335" 62.1763666278604 "1" 1.71 3.14 18.99 "0" "German"
"336" 67.8454013204418 "1" 3.91 3.13 21.2 "0" "German"
"337" 71.3900997932329 "1" 2.67 2.95 19.58 "1" "German"
"338" 66.1871023434588 "1" 3.21 2.56 19.94 "0" "German"
"339" 66.5024778117468 "1" 2.23 1.82 21.1 "1" "German"
"340" 57.9486307284999 "0" 1.2 3.04 21.29 "0" "German"
"341" 62.0334701429991 "0" 2.3 3.42 18.86 "0" "German"
"342" 66.3265951554134 "1" 2.41 3.2 17.81 "0" "German"
"343" 66.1301560456777 "1" 2.58 2.9 18.3 "0" "German"
"344" 64.4664935648149 "1" 2.75 2.95 19.4 "0" "German"
"345" 63.683713449669 "1" 1.93 3.78 21.22 "0" "German"
"346" 60.4557717021461 "0" 2.39 3.24 20.47 "0" "German"
"347" 73.7817627772437 "0" 3.31 3.05 19.9 "1" "German"
"348" 67.4136190505606 "0" 3.69 3.9 18.98 "0" "German"
"349" 65.0667712842332 "0" 2.99 3.02 20.56 "0" "German"
"350" 63.0310293327571 "0" 2.81 2.19 19.73 "0" "German"
"351" 59.0731472660901 "1" 1.32 3.04 19.52 "0" "German"
"352" 70.8327547276308 "1" 3.4 3.24 18.89 "1" "German"
"353" 60.944721733785 "1" 1.17 3.38 19.74 "0" "German"
"354" 75.6387820903245 "1" 2.65 2.67 18.92 "1" "German"
"355" 72.1088591940876 "1" 2.61 3.5 20.11 "1" "German"
"356" 63.0993134484648 "0" 2.78 2.75 19.45 "0" "German"
"357" 64.6959045094052 "1" 2.81 3.13 20.69 "0" "German"
"358" 63.2375539962434 "1" 1.84 3.17 21.66 "0" "German"
"359" 60.1015042099489 "0" 2.03 3.29 21.87 "0" "German"
"360" 64.4109828577561 "0" 2.72 3.75 19.91 "0" "German"
"361" 70.3525494275924 "1" 3.68 3.98 19.55 "0" "German"
"362" 60.1897200387362 "1" 0.93 3.31 20.07 "0" "German"
"363" 55.361890622865 "1" -0.85 2.98 19.91 "0" "German"
"364" 64.5965938972109 "0" 1.84 2.97 20.92 "1" "German"
"365" 57.6754224238119 "0" 0.68 2.6 19.63 "0" "German"
"366" 63.6698065698669 "0" 3.35 2.33 19.7 "0" "German"
"367" 63.7797765048936 "0" 2.61 3.11 20.85 "0" "German"
"368" 68.321483469368 "1" 2.55 2.51 18.41 "1" "German"
"369" 66.1586313445801 "1" 3.23 2.53 21.32 "0" "German"
"370" 63.5011909704425 "0" 3.04 2.67 20.53 "0" "German"
"371" 64.9948297206468 "0" 3.47 2.57 20.5 "0" "German"
"372" 65.3127032875068 "0" 3.53 3.21 20.67 "0" "German"
"373" 68.3957013191812 "1" 3.17 3.39 17.92 "0" "German"
"374" 62.8814541760623 "0" 2.34 2.99 21.11 "0" "German"
"375" 62.905101855957 "1" 2.42 1.88 20.47 "0" "German"
"376" 65.7232668280972 "0" 3.15 2.89 20.56 "0" "German"
"377" 66.6998545014081 "1" 3.19 3.03 18.41 "0" "German"
"378" 62.2372130699506 "0" 2.57 2.9 20.61 "1" "German"
"379" 58.8791571141069 "0" 1.1 3.02 21.82 "0" "German"
"380" 66.5764318180154 "0" 3.3 3.32 19.76 "1" "German"
"381" 64.9729120845869 "0" 3.32 2.6 18.75 "0" "German"
"382" 67.7952848391903 "0" 4.25 2.96 20.45 "0" "German"
"383" 73.466313438737 "1" 3.59 2.37 20.98 "1" "German"
"384" 64.4337638277586 "0" 2.89 2.94 18.97 "0" "German"
"385" 69.4117593037078 "0" 2.92 3.37 20.17 "1" "German"
"386" 66.0084027933802 "1" 2.38 3.72 19.74 "0" "German"
"387" 61.2789503803954 "1" 0.64 4.02 20.84 "0" "German"
"388" 64.6965996685056 "1" 2.34 3.3 18.46 "0" "German"
"389" 61.5276181377214 "1" 1.74 2.77 20.57 "0" "German"
"390" 68.8415780727775 "1" 3.62 3.16 20.35 "0" "German"
