"area_id" "province_id" "temperature" "rainfall" "sunny" "soil_quality" "irrigation" "fertilizer" "yield"
"36" 36 8 -1.00642391729591 0.394400714686603 -1.28327884210328 -1.07312018945407 "Yes" 2.88819319514178 4.64393891391915
"37" 37 8 -2.01440384708757 0.346217679497559 -3.52834491259211 -0.249426097209275 "Yes" -2.53583687122181 3.84739469666585
"38" 38 8 -1.1790374324563 1.9274497301139 -0.426471341804507 1.54992008412272 "No" -0.806830786636986 4.68034135315562
"39" 39 8 -0.13692890300711 0.851409720620224 -0.130276802337218 -0.196157547384089 "Yes" 0.57977631964495 4.65466917549837
"40" 40 8 -0.307779934080582 0.643405265008399 0.457916053295034 -0.770894400229517 "Yes" 1.49540722088718 4.87961598936539
"41" 41 9 1.59921298986134 0.363577242353703 -0.0994303690732435 -0.0437183608199905 "No" 0.731413119984341 3.75891462479998
"42" 42 9 -0.90788148814039 1.311685048153 0.269535013695811 0.322044984924634 "Yes" -1.34467025651495 3.84454082413012
"43" 43 9 -0.695538831955052 0.576863523532092 -1.30434842459313 0.917282200586451 "Yes" 2.01264108396749 4.89263373582601
"44" 44 9 -0.123318006325565 0.145007470863641 0.579668852824964 1.09688197847891 "No" -1.64572956724595 3.42571859335641
"45" 45 9 -0.833904730796508 0.457784721846821 0.587702428240585 0.103424358554097 "No" -1.05600987712894 3.60267605250592
"46" 46 10 -0.808192243670947 0.346863994867344 0.101074784915851 1.11650988594531 "Yes" -0.0766903097406933 4.67753427462665
"47" 47 10 -0.946387327217105 1.57104547836821 1.25258062157622 -0.719935572759599 "Yes" 2.00000798625096 5.05527478270393
"48" 48 10 -1.09042051039259 0.227332977744006 0.260233984934994 -2.22449609423678 "Yes" 0.426259679036785 3.99394443104095
"49" 49 10 -0.365456430217266 0.450528136882665 0.114315573207312 -0.441373242774917 "Yes" 0.631372669635774 4.25563914418771
"50" 50 10 -0.338596594214179 0.296756974760989 0.118147909340804 -0.4834294985758 "Yes" 1.54460872112333 4.2724122441463
"51" 51 11 -1.64203584882073 0.405431075904827 0.294043241654314 -2.19738287975872 "Yes" 0.864225091705911 4.79810543014984
"52" 52 11 -0.423448762122408 0.0546182659738988 0.943098585829063 0.543246695174885 "Yes" -1.15827533976855 4.52861555488371
"53" 53 11 -0.94795186673142 1.54768556959593 0.309936331227811 -0.738516001587226 "Yes" 0.612452366721063 5.06502328850655
"54" 54 11 -0.854436216575852 0.88824538977274 0.529701219678438 -0.207509266288218 "No" -0.137176819877456 4.4533254825777
"55" 55 11 -0.00552344864957671 0.0780060119630997 -1.34455172983027 -1.50336505854191 "Yes" 1.59452348279031 4.37419885221698
"56" 56 12 0.71666045494588 1.27969741362478 -0.546892460976168 0.52901511656335 "Yes" -0.260040497183947 4.99802758336376
"57" 57 12 1.79666436424672 0.267261817474169 1.37724302663727 1.80835559195582 "No" -1.43505143841844 4.23932743113942
"58" 58 12 -0.613887321808233 1.06049157543352 -1.43571435824184 -0.82830097990634 "No" 0.413003262970785 3.683619326078
"59" 59 12 1.75494032731626 0.882617662830288 0.107758416770247 -0.0994505186497641 "Yes" 0.287296461353279 4.50407097325677
"60" 60 12 -0.996656232507762 0.417918520323866 0.260790493522276 1.86308810173671 "Yes" -0.053335819495094 5.1755271836884
"61" 61 13 0.809782867834301 0.860883689314769 0.855278766582294 0.896804148462952 "No" -1.0043234714435 4.2932373910681
"62" 62 13 2.69388543144231 0.292468777433286 -0.524374435634673 1.82914224077978 "No" -0.805108873841238 3.86144208117244
"63" 63 13 0.121466256965464 0.441453663162269 0.0041886674937555 0.00273355584965323 "No" -0.0487584504259171 4.19175257298875
"64" 64 13 -0.510622390842225 0.217299677119551 -1.99744831474479 -0.137250002300153 "No" 0.913041310894846 3.73940132111313
"65" 65 13 0.148502786950222 0.354405543031173 0.191627908786172 -0.477503783069483 "No" -0.370810778910224 4.19009863537773
"66" 66 14 1.92536437701581 0.56519773161127 -0.855246534152678 1.37357562349968 "Yes" -0.834889877674261 5.1647781862
"67" 67 14 -0.977539635965388 1.58591612785747 -0.409569863514905 -1.21653094087314 "No" -2.51251599952494 3.64993880647531
"68" 68 14 1.51790210309524 0.106508603905354 -1.39807617318486 0.30031100511408 "Yes" 0.415214278902191 4.76099478075959
"69" 69 14 1.47980753258215 0.350792027196788 0.239890225624179 -0.0363830044595798 "No" 0.353968104170949 4.34029261231403
"70" 70 14 0.491071222091568 1.38517735029405 0.533222424241772 2.15169720165324 "Yes" 1.16117728438884 5.8817127368514
"71" 71 15 0.162936794923752 1.61122515159968 -0.478274716437377 -0.571192470324315 "Yes" 1.30537530401447 4.44542339899915
"72" 72 15 -0.297396872369364 0.00193846360653208 1.73972793873908 -1.42927751116664 "Yes" -0.168148949778251 4.4037435470405
"73" 73 15 -0.20884217735026 0.362240924033905 0.53736743989338 0.229205791562759 "Yes" 1.15140388157454 5.11217194065754
"74" 74 15 0.801517382970352 1.80536856928619 0.826980454085405 -0.0300326473497167 "No" -0.0359990298033709 4.8039276655453
"75" 75 15 2.21726488002603 1.32729704556091 1.97343195903364 -0.791214710327318 "Yes" -0.656358953112235 4.12769749979968
"76" 76 16 0.00334857847210084 0.851420640710152 -0.839153892468128 0.133671352406667 "No" -0.813605165967181 3.54641610278298
"77" 77 16 -1.22852716976686 1.12867685838631 0.681156715708342 -0.254610415067694 "No" -0.35477680188277 4.25976582332986
"78" 78 16 -0.564333972495744 2.90889314720014 0.866503307576564 -0.638529713604249 "No" 0.171023793008232 4.48593599484585
"79" 79 16 0.413203219206502 0.187735422732128 -0.167446477687838 0.484563179001752 "Yes" -0.0622834978267773 4.42333259516984
"80" 80 16 -0.159594311212612 0.0721785537591042 0.17127317243017 -0.308059033803621 "Yes" 0.146673750449731 4.17425859215524
"81" 81 17 -0.0209359858598138 2.68697606648078 -1.21483128646434 -1.73936918979917 "Yes" 0.144902423487284 4.44774450880665
"82" 82 17 -0.013174297638882 0.13663582345214 0.3286595195632 -2.5170079585123 "No" 0.616913033906569 3.46576481115437
"83" 83 17 -1.21020880688202 0.905638453984781 -0.89107962824562 -0.545055822420814 "No" -0.287260593280582 3.99176344264326
"84" 84 17 -0.0169507547602852 0.3610059122152 0.686430440237496 1.392249335182 "Yes" 1.4597274235205 5.37975812877914
"85" 85 17 1.00257734253523 0.84391557647261 -1.00612409944554 0.805700528257261 "Yes" 0.363445322296112 5.02376771979033
"86" 86 18 0.850623201124784 1.88191516066293 0.171632624177167 1.16457034699469 "Yes" -1.12971430794707 4.94167643568523
"87" 87 18 0.703659261240795 1.09269439811861 -1.0426722526152 0.943161087726336 "No" -0.290435082589483 4.31514436075344
"88" 88 18 -0.244891412119933 0.532829816109885 -0.416981749545943 0.308356074481922 "No" 0.435016420238723 4.0420159824829
"89" 89 18 -0.034679255406692 0.642264216043582 -1.77832099431289 -1.42715857080289 "No" -0.41346429407479 3.11847268118982
"90" 90 18 -1.0332145141063 0.232186001891357 -0.0272556578623927 0.203440057535992 "No" 0.278592675222256 4.05197561163137
"91" 91 19 0.103148523194497 0.561248856023429 0.865318889133983 1.52843898933144 "Yes" 0.360426447244079 5.53476654125143
"92" 92 19 0.410150904406194 2.8066627998848 0.0298325474907964 -3.22567777485799 "Yes" 1.15594768047812 4.26569836878712
"93" 93 19 1.85455586904884 0.804979864373101 -2.00054588630845 -0.736209199379414 "Yes" -0.633736637836801 3.79525514043553
"94" 94 19 1.15319482213397 0.432645735919521 -0.807304938370891 1.05737433164652 "No" -0.0526534333583884 4.20996699895401
"95" 95 19 -0.337335634857044 2.06046834581144 1.56374787610108 0.511135442656556 "No" -0.556843380191644 4.80972824101601
"96" 96 20 0.510065048326782 0.445124070525647 1.72389123695927 0.759299920011923 "No" -1.06893179014903 3.85922079528478
"97" 97 20 -0.973557485328687 0.560912729921326 -1.38481943575388 0.442921694528233 "Yes" -1.72967166174499 4.32706353139223
"98" 98 20 1.0304260304557 0.97573990908749 -0.542940744082999 0.520740326754419 "Yes" 0.141777741264419 4.17242829584592
"99" 99 20 1.12472374686149 0.117625475926322 0.207281018552459 0.0216586344134784 "Yes" 0.513446307405817 3.94728903216691
"100" 100 20 2.26788811338625 2.05338761793169 0.171381345593433 -0.864873098659651 "Yes" 0.547857310980342 4.25115527156086
